targetid,survey,program,desi_target,z,zwarn,spectype,desiname,specid,redshift
39627812025401704,main,dark,65537,0.9635847274663776,0,GALAXY,DESI J187.0139+01.0908,3.9627812025401704e+16,0.9635847274663776
39627896767125594,main,dark,1152921504606912513,0.3630382537660723,0,GALAXY,DESI J201.3062+04.4731,3.962789676712559e+16,0.36303825376607235
39627999682761759,main,dark,65537,0.8566365095255756,0,GALAXY,DESI J252.7562+08.8738,3.962799968276176e+16,0.8566365095255756
39633278994481623,main,bright,1152921504606847233,0.3784203211867785,0,GALAXY,DESI J219.6860+51.9579,3.9633278994481624e+16,0.37842032118677854
39627637420723526,main,dark,65537,0.6167534173056425,0,GALAXY,DESI J208.0652-06.3734,3.962763742072353e+16,0.6167534173056425
39627967814439013,main,dark,65537,0.8902233908877687,0,GALAXY,DESI J135.8999+07.5598,3.9627967814439016e+16,0.8902233908877687
39627932628419495,main,dark,65537,0.5236956260603552,0,GALAXY,DESI J185.8198+05.8763,3.9627932628419496e+16,0.5236956260603552
39633432057219550,main,dark,1152921504606847233,0.392034680720656,0,GALAXY,DESI J096.5530+63.9523,3.963343205721955e+16,0.392034680720656
39627799337634567,main,dark,65537,0.8653488914589701,0,GALAXY,DESI J150.8788+00.5261,3.962779933763457e+16,0.8653488914589701
39627764428441035,main,dark,65537,0.8691378567740851,0,GALAXY,DESI J230.0590-01.0905,3.962776442844103e+16,0.8691378567740851
39627842257944697,main,dark,4611686018427453441,0.7363863364319136,0,GALAXY,DESI J189.0037+02.2414,3.9627842257944696e+16,0.7363863364319136
39633053743580897,main,dark,257,0.4014251282988377,0,GALAXY,DESI J199.3702+38.8707,3.96330537435809e+16,0.4014251282988377
39627953734160672,main,dark,65537,0.5850241946231759,0,GALAXY,DESI J010.8233+06.9648,3.962795373416067e+16,0.5850241946231759
39628104431308845,main,dark,65537,0.9587756292530769,0,GALAXY,DESI J128.1603+13.1629,3.962810443130885e+16,0.9587756292530769
39627594777232513,main,bright,1152921504606912513,0.4427556533355306,0,GALAXY,DESI J168.9590-08.0366,3.962759477723251e+16,0.44275565333553063
39627889741664990,main,dark,65537,0.8342233029081828,0,GALAXY,DESI J141.6515+04.2474,3.962788974166499e+16,0.8342233029081828
